2;0;3429.00;9.85;1699.00;0.00;0.32
3;0;3367.00;10.40;1807.00;0.00;0.28
4;0;3158.00;9.50;1845.00;0.00;1.52
5;0;2894.00;9.50;1635.00;0.00;0.92
6;0;3579.00;10.60;1758.00;0.00;0.28
7;0;3267.00;10.40;1835.00;0.00;0.48
8;0;3311.00;11.15;1677.00;0.00;0.20
9;0;4891.00;13.42;634.00;0.00;0.36
10;0;2999.00;12.12;1768.00;0.00;0.28
11;0;4871.00;10.15;618.00;0.00;0.20
12;0;3504.00;9.80;1677.00;0.00;0.24
13;0;4895.00;10.10;620.00;0.00;0.24
14;0;2963.00;9.87;1723.00;0.00;0.28
15;0;4961.00;10.10;618.00;0.00;0.24
16;0;4939.00;10.32;610.00;0.00;0.20
17;0;3075.00;9.75;1567.00;0.00;0.24
18;0;3369.00;10.15;1796.00;0.00;0.28
19;0;3896.00;9.50;633.00;0.00;1.64
20;0;3132.00;9.50;1203.00;0.00;0.72
21;0;2949.00;9.50;1816.00;0.00;0.44
22;0;3166.00;9.50;2005.00;0.00;0.36
23;0;3500.00;9.80;1709.00;0.00;0.24
24;0;4951.00;12.02;604.00;0.00;0.24
25;0;4883.00;10.37;605.00;0.00;0.28
26;0;3386.00;10.37;1794.00;0.00;0.36
27;0;2955.00;13.20;1754.00;0.00;0.36
28;0;4940.00;12.90;602.00;0.00;0.24
29;0;4180.00;9.50;605.00;0.00;2.28
30;0;3221.00;10.60;1922.00;0.00;2.72
31;0;3615.00;10.50;1714.00;0.00;0.24
32;0;3167.00;10.35;1777.00;0.00;0.48
33;0;4987.00;11.65;599.00;0.00;0.28
34;0;4974.00;15.25;593.00;0.00;0.28
35;0;4915.00;10.82;593.00;0.00;0.24
36;0;4903.00;9.72;590.00;0.00;0.20
37;0;3253.00;10.15;1782.00;0.00;0.20
38;0;3046.00;9.50;1927.00;0.00;0.32
39;0;3362.00;10.20;1702.00;0.00;0.24
40;0;5009.00;12.02;591.00;0.00;0.20
41;0;5001.00;12.00;592.00;0.00;0.20
42;0;4878.00;9.50;596.00;0.00;0.48
43;0;2375.00;9.50;1039.00;0.00;3.12
44;0;3107.00;9.57;1990.00;0.00;0.40
45;0;3579.00;10.00;1720.00;0.00;0.32
46;0;4950.00;17.90;587.00;0.00;0.24
47;0;4936.00;15.07;590.00;0.00;0.32
48;0;5021.00;11.07;589.00;0.00;0.36
49;0;5037.00;10.65;585.00;0.00;0.24
50;0;4985.00;14.97;588.00;0.00;0.32
51;0;4923.00;11.25;584.00;0.00;0.28
52;0;3258.00;9.77;1766.00;0.00;0.24
53;0;2896.00;9.70;1706.00;0.00;0.24
54;0;4977.00;16.22;582.00;0.00;0.32
55;0;4935.00;10.47;580.00;0.00;0.28
56;0;4946.00;11.97;577.00;0.00;0.28
57;0;3329.00;9.70;1735.00;0.00;0.24
58;0;3064.00;13.87;1914.00;0.00;0.40
59;0;5022.00;14.95;573.00;0.00;0.28
60;0;3367.00;10.70;1750.00;0.00;0.28
61;0;4956.00;10.85;572.00;0.00;0.28
62;0;3445.00;10.32;1697.00;0.00;0.24
63;0;3177.00;10.30;1808.00;0.00;0.44
64;0;3268.00;9.70;1996.00;0.00;0.24
65;0;2905.00;12.20;1735.00;0.00;0.36
66;0;3168.00;9.70;1824.00;0.00;0.44
67;0;3203.00;9.70;1751.00;0.00;0.48
68;0;2879.00;9.70;1566.00;0.00;0.20
69;0;4971.00;10.70;570.00;0.00;0.28
70;0;3315.00;10.30;1733.00;0.00;0.28
71;0;3301.00;9.80;1704.00;0.00;0.28
72;0;3433.00;10.60;1761.00;0.00;0.36
73;0;3513.00;9.80;1698.00;0.00;0.20
74;0;4981.00;12.80;569.00;0.00;0.28
75;0;3433.00;9.97;1745.00;0.00;0.32
76;0;3187.00;11.55;1983.00;0.00;0.32
77;0;5061.00;13.50;569.00;0.00;0.32
78;0;3543.00;9.70;1177.00;0.00;0.48
79;0;3286.00;10.30;1725.00;0.00;0.24
80;0;5038.00;14.75;569.00;0.00;0.28
81;0;3387.00;10.40;1726.00;0.00;0.36
82;0;3215.00;9.80;1860.00;0.00;0.60
83;0;3177.00;9.70;1707.00;0.00;0.28
84;0;3479.00;9.90;1737.00;0.00;0.24
85;0;3369.00;10.47;1684.00;0.00;0.28
86;0;4990.00;12.90;570.00;0.00;0.20
87;0;3524.00;10.50;1811.00;0.00;0.96
88;0;3625.00;10.05;1734.00;0.00;0.36
89;0;3387.00;10.20;1774.00;0.00;0.28
90;0;5043.00;16.80;563.00;0.00;0.28
91;0;3094.00;10.37;1968.00;0.00;0.60
92;0;5053.00;15.05;564.00;0.00;0.24
93;0;3367.00;9.97;1711.00;0.00;0.24
